Speed,Action
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
18.970864197530865,1
E,p,i,s,o,d,e,:, ,5,4
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
23.333333333333332,1
E,p,i,s,o,d,e,:, ,1,5,2
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
25.0,1
